route_id,departure_station_id,arrival_station_id,departure_station_name,arrival_station_name,departure_city_name,arrival_city_name,departure_country_name,arrival_country_name,departure_country_code,arrival_country_code,operator_name,is_international,distance_km,trip_count,weekly_frequency,daily_frequency_avg,avg_duration_minutes,min_duration_minutes,max_duration_minutes,main_train_type,has_night_train,has_day_train,avg_num_stops,min_num_stops,max_num_stops,avg_quality_score,min_quality_score,quality_issues_count,co2_train_kg,co2_plane_kg,co2_saving_kg,co2_saving_percent,substitution_score,substitution_potential
1664,1369,3290,Strasbourg,Rennes,Strasbourg,Rennes,France,France,FR,FR,SNCF VOYAGEURS,0,696.82,20,0.95,0.14,286.6,272.0,296.0,day,0,1,6.75,6,7,100.0,100,0,9.76,160.27,150.51,93.91,75,fort
1665,1369,3452,Strasbourg,Quimper,Strasbourg,Quimper,France,France,FR,FR,SNCF VOYAGEURS,0,876.52,6,0.4,0.06,422.0,418.0,425.0,day,0,1,10.67,10,11,100.0,100,0,12.27,201.6,189.33,93.91,67,moyen
1666,3640,1369,Nantes,Strasbourg,Nantes,Strasbourg,France,France,FR,FR,SNCF VOYAGEURS,0,707.53,37,1.6,0.23,319.49,304.0,356.0,day,0,1,7.08,7,8,100.0,100,0,9.91,162.73,152.83,93.91,72,fort
1667,1369,3640,Strasbourg,Nantes,Strasbourg,Nantes,France,France,FR,FR,SNCF VOYAGEURS,0,707.53,43,1.86,0.27,338.02,319.0,354.0,day,0,1,7.28,7,8,100.0,100,0,9.91,162.73,152.83,93.91,72,fort
1668,1369,3786,Strasbourg,La Rochelle,Strasbourg,La Rochelle,France,France,FR,FR,SNCF VOYAGEURS,0,720.81,2,0.27,0.04,352.0,352.0,352.0,day,0,1,7.0,7,7,100.0,100,0,10.09,165.79,155.69,93.91,67,moyen
1669,3786,1369,La Rochelle,Strasbourg,La Rochelle,Strasbourg,France,France,FR,FR,SNCF VOYAGEURS,0,720.81,2,0.38,0.05,353.0,353.0,353.0,day,0,1,7.0,7,7,100.0,100,0,10.09,165.79,155.69,93.91,67,moyen
1670,7128,1369,Lyon Part Dieu,Strasbourg,Lyon Part Dieu,Strasbourg,France,France,FR,FR,SNCF VOYAGEURS,0,381.84,1,1.0,0.14,241.0,241.0,241.0,day,0,1,4.0,4,4,100.0,100,0,5.35,87.82,82.48,93.91,75,fort
1671,7077,1369,Lyon Perrache,Strasbourg,Lyon Perrache,Strasbourg,France,France,FR,FR,SNCF VOYAGEURS,0,384.41,2,0.1,0.01,255.0,255.0,255.0,day,0,1,5.0,5,5,100.0,100,0,5.38,88.41,83.03,93.91,70,fort
1672,8148,464,Nice-Ville,Nancy,Nice-Ville,Nancy,France,France,FR,FR,SNCF VOYAGEURS,0,560.6,13,0.58,0.08,615.77,605.0,658.0,day,0,1,16.69,15,17,100.0,100,0,7.85,128.94,121.09,93.91,50,moyen
1673,7972,464,Marseille Saint-Charles,Nancy,Marseille Saint-Charles,Nancy,France,France,FR,FR,SNCF VOYAGEURS,0,602.15,2,0.27,0.04,437.0,437.0,437.0,day,0,1,11.0,11,11,100.0,100,0,8.43,138.49,130.06,93.91,62,moyen
1674,1369,8705,Strasbourg,Perpignan,Strasbourg,Perpignan,France,France,FR,FR,SNCF VOYAGEURS,0,755.43,1,1.0,0.14,504.0,504.0,504.0,day,0,1,12.0,12,12,100.0,100,0,10.58,173.75,163.17,93.91,60,moyen
1675,8705,1369,Perpignan,Strasbourg,Perpignan,Strasbourg,France,France,FR,FR,SNCF VOYAGEURS,0,755.43,2,1.75,0.25,520.0,520.0,520.0,day,0,1,12.0,12,12,100.0,100,0,10.58,173.75,163.17,93.91,60,moyen
1676,464,7972,Nancy,Marseille Saint-Charles,Nancy,Marseille Saint-Charles,France,France,FR,FR,SNCF VOYAGEURS,0,602.15,4,0.53,0.08,440.0,439.0,441.0,day,0,1,10.0,10,10,100.0,100,0,8.43,138.49,130.06,93.91,62,moyen
1677,1369,7077,Strasbourg,Lyon Perrache,Strasbourg,Lyon Perrache,France,France,FR,FR,SNCF VOYAGEURS,0,384.41,2,0.09,0.01,245.0,245.0,245.0,day,0,1,7.0,7,7,100.0,100,0,5.38,88.41,83.03,93.91,70,fort
1678,1369,7128,Strasbourg,Lyon Part Dieu,Strasbourg,Lyon Part Dieu,France,France,FR,FR,SNCF VOYAGEURS,0,381.84,1,1.0,0.14,233.0,233.0,233.0,day,0,1,6.0,6,6,100.0,100,0,5.35,87.82,82.48,93.91,75,fort
1679,3484,3523,Lorient,Pontivy,Lorient,Pontivy,France,France,FR,FR,OCEdefault,0,45.27,23,23.0,3.29,72.17,60.0,90.0,day,0,1,0.0,0,0,100.0,100,0,0.63,10.41,9.78,93.91,60,moyen
1680,3523,3484,Pontivy,Lorient,Pontivy,Lorient,France,France,FR,FR,OCEdefault,0,45.27,22,22.0,3.14,76.73,65.0,95.0,day,0,1,0.0,0,0,100.0,100,0,0.63,10.41,9.78,93.91,60,moyen
1681,4121,8815,Paris Austerlitz,Cerbère,Paris Austerlitz,Cerbère,France,France,FR,FR,OCEdefault,0,714.39,8,0.36,0.05,710.88,710.0,711.0,day,0,1,11.88,11,12,100.0,100,0,10.0,164.31,154.31,93.91,55,moyen
1682,8815,4121,Cerbère,Paris Austerlitz,Cerbère,Paris Austerlitz,France,France,FR,FR,OCEdefault,0,714.39,11,0.68,0.1,745.91,700.0,776.0,day,0,1,13.91,12,15,100.0,100,0,10.0,164.31,154.31,93.91,55,moyen
1683,8146,4121,Nice-Ville,Paris Austerlitz,Nice-Ville,Paris Austerlitz,France,France,FR,FR,SNCF VOYAGEURS,0,683.8,35,1.58,0.23,742.49,661.0,780.0,day,0,1,6.0,6,6,100.0,100,0,9.57,157.27,147.7,93.91,55,moyen
1684,8146,6218,Nice-Ville,Paris Bercy Bourg. Pays d'Auv.,Nice-Ville,Paris Bercy Bourg. Pays d'Auv.,France,France,FR,FR,SNCF VOYAGEURS,0,682.77,1,1.0,0.14,885.0,885.0,885.0,day,0,1,6.0,6,6,100.0,100,0,9.56,157.04,147.48,93.91,55,moyen
1685,4121,8146,Paris Austerlitz,Nice-Ville,Paris Austerlitz,Nice-Ville,France,France,FR,FR,SNCF VOYAGEURS,0,683.8,35,1.58,0.23,725.34,704.0,808.0,day,0,1,5.94,5,6,100.0,100,0,9.57,157.27,147.7,93.91,55,moyen
1686,4121,8356,Paris Austerlitz,Briançon,Paris Austerlitz,Briançon,France,France,FR,FR,SNCF VOYAGEURS,0,546.1,4,0.32,0.05,774.5,687.0,862.0,day,0,1,7.5,6,9,100.0,100,0,7.65,125.6,117.96,93.91,50,moyen
1687,8356,4121,Briançon,Paris Austerlitz,Briançon,Paris Austerlitz,France,France,FR,FR,SNCF VOYAGEURS,0,546.1,21,1.16,0.17,718.14,693.0,791.0,day,0,1,8.52,6,9,100.0,100,0,7.65,125.6,117.96,93.91,55,moyen
1688,8356,6218,Briançon,Paris Bercy Bourg. Pays d'Auv.,Briançon,Paris Bercy Bourg. Pays d'Auv.,France,France,FR,FR,SNCF VOYAGEURS,0,545.03,1,1.0,0.14,828.0,828.0,828.0,day,0,1,8.0,8,8,100.0,100,0,7.63,125.36,117.73,93.91,55,moyen
1689,6213,6336,Paris Gare de Lyon Hall 1 - 2,Nevers,Paris Gare de Lyon Hall 1 - 2,Nevers,France,France,FR,FR,SNCF VOYAGEURS,0,214.53,5,5.0,0.71,146.2,143.0,149.0,day,0,1,8.8,8,9,100.0,100,0,3.0,49.34,46.34,93.91,60,moyen
1690,6336,6213,Nevers,Paris Gare de Lyon Hall 1 - 2,Nevers,Paris Gare de Lyon Hall 1 - 2,France,France,FR,FR,SNCF VOYAGEURS,0,214.53,5,5.0,0.71,150.2,146.0,160.0,day,0,1,8.6,8,9,100.0,100,0,3.0,49.34,46.34,93.91,60,moyen
1691,7405,6217,Clermont-Ferrand,Paris Bercy Bourg. Pays d'Auv.,Clermont-Ferrand,Paris Bercy Bourg. Pays d'Auv.,France,France,FR,FR,SNCF VOYAGEURS,0,344.56,142,6.1,0.87,217.45,194.0,260.0,day,0,1,3.86,0,5,100.0,100,0,4.82,79.25,74.42,93.91,75,fort
1692,6217,7405,Paris Bercy Bourg. Pays d'Auv.,Clermont-Ferrand,Paris Bercy Bourg. Pays d'Auv.,Clermont-Ferrand,France,France,FR,FR,SNCF VOYAGEURS,0,344.56,113,5.27,0.75,219.77,196.0,262.0,day,0,1,4.0,0,5,100.0,100,0,4.82,79.25,74.42,93.91,75,fort
1693,6208,7405,Paris Gare de Lyon Hall 1 - 2,Clermont-Ferrand,Paris Gare de Lyon Hall 1 - 2,Clermont-Ferrand,France,France,FR,FR,SNCF VOYAGEURS,0,345.3,23,3.58,0.51,210.96,207.0,215.0,day,0,1,4.0,4,4,100.0,100,0,4.83,79.42,74.58,93.91,75,fort
1694,7405,6208,Clermont-Ferrand,Paris Gare de Lyon Hall 1 - 2,Clermont-Ferrand,Paris Gare de Lyon Hall 1 - 2,France,France,FR,FR,SNCF VOYAGEURS,0,345.3,29,4.51,0.64,213.79,206.0,221.0,day,0,1,4.0,4,4,100.0,100,0,4.83,79.42,74.58,93.91,75,fort
1695,8103,6212,Toulon,Paris Gare de Lyon Hall 1 - 2,Toulon,Paris Gare de Lyon Hall 1 - 2,France,France,FR,FR,SNCF VOYAGEURS,0,692.29,9,0.56,0.08,269.89,265.0,278.0,day,0,1,3.0,3,3,100.0,100,0,9.69,159.23,149.53,93.91,70,fort
1696,8143,6212,Hyères,Paris Gare de Lyon Hall 1 - 2,Hyères,Paris Gare de Lyon Hall 1 - 2,France,France,FR,FR,SNCF VOYAGEURS,0,700.36,3,0.14,0.02,272.0,272.0,272.0,day,0,1,4.0,4,4,100.0,100,0,9.81,161.08,151.28,93.91,75,fort
1697,6212,8103,Paris Gare de Lyon Hall 1 - 2,Toulon,Paris Gare de Lyon Hall 1 - 2,Toulon,France,France,FR,FR,SNCF VOYAGEURS,0,692.29,3,0.23,0.03,240.0,240.0,240.0,day,0,1,1.0,1,1,100.0,100,0,9.69,159.23,149.53,93.91,70,fort
1698,6212,8143,Paris Gare de Lyon Hall 1 - 2,Hyères,Paris Gare de Lyon Hall 1 - 2,Hyères,France,France,FR,FR,SNCF VOYAGEURS,0,700.36,9,0.43,0.06,267.11,262.0,270.0,day,0,1,2.0,2,2,100.0,100,0,9.81,161.08,151.28,93.91,75,fort
1699,6212,8148,Paris Gare de Lyon Hall 1 - 2,Nice-Ville,Paris Gare de Lyon Hall 1 - 2,Nice-Ville,France,France,FR,FR,SNCF VOYAGEURS,0,683.68,58,2.74,0.39,349.28,333.0,404.0,day,0,1,4.97,4,5,100.0,100,0,9.57,157.25,147.67,93.91,67,moyen
1700,8148,6212,Nice-Ville,Paris Gare de Lyon Hall 1 - 2,Nice-Ville,Paris Gare de Lyon Hall 1 - 2,France,France,FR,FR,SNCF VOYAGEURS,0,683.68,69,3.12,0.45,351.48,336.0,367.0,day,0,1,5.17,5,6,100.0,100,0,9.57,157.25,147.67,93.91,72,fort
1701,6212,8387,Paris Gare de Lyon Hall 1 - 2,Avignon Centre,Paris Gare de Lyon Hall 1 - 2,Avignon Centre,France,France,FR,FR,SNCF VOYAGEURS,0,576.13,6,0.34,0.05,224.0,216.0,252.0,day,0,1,4.0,4,4,100.0,100,0,8.07,132.51,124.44,93.91,70,fort
1702,6212,8032,Paris Gare de Lyon Hall 1 - 2,Miramas,Paris Gare de Lyon Hall 1 - 2,Miramas,France,France,FR,FR,SNCF VOYAGEURS,0,619.15,29,1.37,0.2,271.21,256.0,308.0,day,0,1,5.97,5,6,100.0,100,0,8.67,142.4,133.74,93.91,75,fort
1703,8032,6212,Miramas,Paris Gare de Lyon Hall 1 - 2,Miramas,Paris Gare de Lyon Hall 1 - 2,France,France,FR,FR,SNCF VOYAGEURS,0,619.15,13,0.62,0.09,270.23,266.0,273.0,day,0,1,6.0,6,6,100.0,100,0,8.67,142.4,133.74,93.91,70,fort
1704,8387,6212,Avignon Centre,Paris Gare de Lyon Hall 1 - 2,Avignon Centre,Paris Gare de Lyon Hall 1 - 2,France,France,FR,FR,SNCF VOYAGEURS,0,576.13,11,0.52,0.07,222.18,221.0,225.0,day,0,1,4.0,4,4,100.0,100,0,8.07,132.51,124.44,93.91,70,fort
1705,8550,8616,Béziers,Millau,Béziers,Millau,France,France,FR,FR,SNCF VOYAGEURS,0,85.97,1,1.0,0.14,195.0,195.0,195.0,day,0,1,7.0,7,7,100.0,100,0,1.2,19.77,18.57,93.91,40,faible
1706,5720,8550,Neussargues,Béziers,Neussargues,Béziers,France,France,FR,FR,SNCF VOYAGEURS,0,199.86,1,1.0,0.14,295.0,295.0,295.0,day,0,1,8.0,8,8,100.0,100,0,2.8,45.97,43.17,93.91,50,moyen
1707,8550,5720,Béziers,Neussargues,Béziers,Neussargues,France,France,FR,FR,SNCF VOYAGEURS,0,199.86,1,1.0,0.14,280.0,280.0,280.0,day,0,1,8.0,8,8,100.0,100,0,2.8,45.97,43.17,93.91,50,moyen
1708,8616,8550,Millau,Béziers,Millau,Béziers,France,France,FR,FR,SNCF VOYAGEURS,0,85.97,1,1.0,0.14,185.0,185.0,185.0,day,0,1,7.0,7,7,100.0,100,0,1.2,19.77,18.57,93.91,40,faible
1709,1709,8821,Paris Gare du Nord,Bruxelles Midi,Paris Gare du Nord,Bruxelles Midi,France,France,FR,FR,SNCF VOYAGEURS,0,259.72,58,2.51,0.36,207.07,172.0,320.0,day,0,1,2.03,1,4,100.0,100,0,3.64,59.74,56.1,93.91,70,fort
1710,6212,7874,Paris Gare de Lyon Hall 1 - 2,Grenoble,Paris Gare de Lyon Hall 1 - 2,Grenoble,France,France,FR,FR,SNCF VOYAGEURS,0,478.62,50,2.36,0.34,191.72,175.0,236.0,day,0,1,1.0,1,1,100.0,100,0,6.7,110.08,103.38,93.91,75,fort
1711,7874,6212,Grenoble,Paris Gare de Lyon Hall 1 - 2,Grenoble,Paris Gare de Lyon Hall 1 - 2,France,France,FR,FR,SNCF VOYAGEURS,0,478.62,55,2.48,0.35,196.33,179.0,262.0,day,0,1,0.84,0,2,100.0,100,0,6.7,110.08,103.38,93.91,75,fort
1712,6212,7650,Paris Gare de Lyon Hall 1 - 2,Modane,Paris Gare de Lyon Hall 1 - 2,Modane,France,France,FR,FR,SNCF VOYAGEURS,0,519.82,2,1.75,0.25,273.0,273.0,273.0,day,0,1,4.0,4,4,100.0,100,0,7.28,119.56,112.28,93.91,75,fort
1713,7650,6212,Modane,Paris Gare de Lyon Hall 1 - 2,Modane,Paris Gare de Lyon Hall 1 - 2,France,France,FR,FR,SNCF VOYAGEURS,0,519.82,1,1.0,0.14,284.0,284.0,284.0,day,0,1,4.0,4,4,100.0,100,0,7.28,119.56,112.28,93.91,75,fort
1714,5186,5231,Latour-de-Carol - Enveitg,Foix,Latour-de-Carol - Enveitg,Foix,France,France,FR,FR,OCEdefault,0,61.77,2,2.0,0.29,92.5,90.0,95.0,day,0,1,2.5,1,4,100.0,100,0,0.86,14.21,13.34,93.91,45,moyen
1715,5231,5186,Foix,Latour-de-Carol - Enveitg,Foix,Latour-de-Carol - Enveitg,France,France,FR,FR,OCEdefault,0,61.77,2,2.0,0.29,95.5,90.0,101.0,day,0,1,4.0,1,7,100.0,100,0,0.86,14.21,13.34,93.91,45,moyen
1716,6212,7646,Paris Gare de Lyon Hall 1 - 2,Bourg-Saint-Maurice,Paris Gare de Lyon Hall 1 - 2,Bourg-Saint-Maurice,France,France,FR,FR,SNCF VOYAGEURS,0,488.64,2,1.75,0.25,304.0,304.0,304.0,day,0,1,5.0,5,5,100.0,100,0,6.84,112.39,105.55,93.91,67,moyen
1717,6212,7813,Paris Gare de Lyon Hall 1 - 2,Saint-Gervais-les-Bains-Le Fayet,Paris Gare de Lyon Hall 1 - 2,Saint-Gervais-les-Bains-Le Fayet,France,France,FR,FR,SNCF VOYAGEURS,0,461.34,2,2.0,0.29,302.5,295.0,310.0,day,0,1,4.0,4,4,100.0,100,0,6.46,106.11,99.65,93.91,67,moyen
1718,7813,6212,Saint-Gervais-les-Bains-Le Fayet,Paris Gare de Lyon Hall 1 - 2,Saint-Gervais-les-Bains-Le Fayet,Paris Gare de Lyon Hall 1 - 2,France,France,FR,FR,SNCF VOYAGEURS,0,461.34,2,2.0,0.29,303.0,303.0,303.0,day,0,1,4.0,4,4,100.0,100,0,6.46,106.11,99.65,93.91,67,moyen
1719,6212,7767,Paris Gare de Lyon Hall 1 - 2,Évian-les-Bains,Paris Gare de Lyon Hall 1 - 2,Évian-les-Bains,France,France,FR,FR,SNCF VOYAGEURS,0,416.2,4,0.2,0.03,282.5,263.0,293.0,day,0,1,3.0,3,3,100.0,100,0,5.83,95.73,89.9,93.91,70,fort
1720,7767,6212,Évian-les-Bains,Paris Gare de Lyon Hall 1 - 2,Évian-les-Bains,Paris Gare de Lyon Hall 1 - 2,France,France,FR,FR,SNCF VOYAGEURS,0,416.2,7,0.33,0.05,269.71,250.0,278.0,day,0,1,3.0,3,3,100.0,100,0,5.83,95.73,89.9,93.91,70,fort
1721,7077,6212,Lyon Perrache,Paris Gare de Lyon Hall 1 - 2,Lyon Perrache,Paris Gare de Lyon Hall 1 - 2,France,France,FR,FR,SNCF VOYAGEURS,0,390.78,71,3.38,0.48,134.79,130.0,148.0,day,0,1,1.52,1,3,100.0,100,0,5.47,89.88,84.41,93.91,85,fort
1722,7128,6212,Lyon Part Dieu,Paris Gare de Lyon Hall 1 - 2,Lyon Part Dieu,Paris Gare de Lyon Hall 1 - 2,France,France,FR,FR,SNCF VOYAGEURS,0,390.79,15,15.0,2.14,120.4,116.0,130.0,day,0,1,0.53,0,2,100.0,100,0,5.47,89.88,84.41,93.91,90,fort
1723,6212,7077,Paris Gare de Lyon Hall 1 - 2,Lyon Perrache,Paris Gare de Lyon Hall 1 - 2,Lyon Perrache,France,France,FR,FR,SNCF VOYAGEURS,0,390.78,93,4.43,0.63,135.82,127.0,155.0,day,0,1,1.63,1,3,100.0,100,0,5.47,89.88,84.41,93.91,85,fort
1724,6212,7128,Paris Gare de Lyon Hall 1 - 2,Lyon Part Dieu,Paris Gare de Lyon Hall 1 - 2,Lyon Part Dieu,France,France,FR,FR,SNCF VOYAGEURS,0,390.79,15,15.0,2.14,121.2,114.0,130.0,day,0,1,0.67,0,2,100.0,100,0,5.47,89.88,84.41,93.91,90,fort
1725,6212,7247,Paris Gare de Lyon Hall 1 - 2,Saint-Étienne Châteaucreux,Paris Gare de Lyon Hall 1 - 2,Saint-Étienne Châteaucreux,France,France,FR,FR,SNCF VOYAGEURS,0,408.06,22,1.04,0.15,171.64,164.0,180.0,day,0,1,1.23,1,2,100.0,100,0,5.71,93.85,88.14,93.91,80,fort
1726,7247,6212,Saint-Étienne Châteaucreux,Paris Gare de Lyon Hall 1 - 2,Saint-Étienne Châteaucreux,Paris Gare de Lyon Hall 1 - 2,France,France,FR,FR,SNCF VOYAGEURS,0,408.06,21,0.99,0.14,168.57,163.0,176.0,day,0,1,1.0,1,1,100.0,100,0,5.71,93.85,88.14,93.91,75,fort
1727,961,6212,Mulhouse,Paris Gare de Lyon Hall 1 - 2,Mulhouse,Paris Gare de Lyon Hall 1 - 2,France,France,FR,FR,SNCF VOYAGEURS,0,387.46,31,1.47,0.21,184.87,176.0,203.0,day,0,1,3.68,3,4,100.0,100,0,5.42,89.12,83.69,93.91,75,fort
1728,6212,961,Paris Gare de Lyon Hall 1 - 2,Mulhouse,Paris Gare de Lyon Hall 1 - 2,Mulhouse,France,France,FR,FR,SNCF VOYAGEURS,0,387.46,30,1.42,0.2,178.03,174.0,187.0,day,0,1,3.2,3,4,100.0,100,0,5.42,89.12,83.69,93.91,80,fort
1729,6671,6212,Dijon,Paris Gare de Lyon Hall 1 - 2,Dijon,Paris Gare de Lyon Hall 1 - 2,France,France,FR,FR,SNCF VOYAGEURS,0,259.75,2,0.09,0.01,95.0,95.0,95.0,day,0,1,0.0,0,0,100.0,100,0,3.64,59.74,56.11,93.91,70,fort
1730,6212,6860,Paris Gare de Lyon Hall 1 - 2,Besançon Viotte,Paris Gare de Lyon Hall 1 - 2,Besançon Viotte,France,France,FR,FR,SNCF VOYAGEURS,0,324.18,12,0.57,0.08,152.5,141.0,176.0,day,0,1,3.0,3,3,100.0,100,0,4.54,74.56,70.02,93.91,70,fort
1731,6860,6212,Besançon Viotte,Paris Gare de Lyon Hall 1 - 2,Besançon Viotte,Paris Gare de Lyon Hall 1 - 2,France,France,FR,FR,SNCF VOYAGEURS,0,324.18,11,0.52,0.07,155.55,151.0,172.0,day,0,1,2.64,2,3,100.0,100,0,4.54,74.56,70.02,93.91,70,fort
1732,2378,4456,Lacanau Océan,Bordeaux Saint-Jean,Lacanau Océan,Bordeaux Saint-Jean,France,France,FR,FR,SNCF VOYAGEURS,0,53.97,6,6.0,0.86,109.17,105.0,110.0,day,0,1,0.0,0,0,100.0,100,0,0.76,12.41,11.66,93.91,50,moyen
1733,4456,2378,Bordeaux Saint-Jean,Lacanau Océan,Bordeaux Saint-Jean,Lacanau Océan,France,France,FR,FR,SNCF VOYAGEURS,0,53.97,5,5.0,0.71,120.0,120.0,120.0,day,0,1,0.0,0,0,100.0,100,0,0.76,12.41,11.66,93.91,50,moyen
1734,3810,2645,Surgères,Saint-Pierre-d'Oléron,Surgères,Saint-Pierre-d'Oléron,France,France,FR,FR,SNCF VOYAGEURS,0,46.21,5,5.0,0.71,105.0,104.0,109.0,day,0,1,4.0,4,4,100.0,100,0,0.65,10.63,9.98,93.91,50,moyen
1735,3798,3810,Rochefort,Surgères,Rochefort,Surgères,France,France,FR,FR,SNCF VOYAGEURS,0,24.14,1,1.0,0.14,30.0,30.0,30.0,day,0,1,0.0,0,0,100.0,100,0,0.34,5.55,5.21,93.91,45,moyen
1736,2645,3810,Saint-Pierre-d'Oléron,Surgères,Saint-Pierre-d'Oléron,Surgères,France,France,FR,FR,SNCF VOYAGEURS,0,46.21,5,5.0,0.71,111.0,107.0,112.0,day,0,1,4.0,4,4,100.0,100,0,0.65,10.63,9.98,93.91,50,moyen
1737,3782,6552,La Rochelle,Île-de-Ré Loix,La Rochelle,Île-de-Ré Loix,France,France,FR,FR,SNCF VOYAGEURS,0,24.04,5,5.0,0.71,88.6,80.0,92.0,day,0,1,3.0,3,3,100.0,100,0,0.34,5.53,5.19,93.91,50,moyen
1738,2362,3782,Les Portes-en Ré,La Rochelle,Les Portes-en Ré,La Rochelle,France,France,FR,FR,SNCF VOYAGEURS,0,28.79,6,6.0,0.86,106.83,95.0,126.0,day,0,1,2.5,2,5,100.0,100,0,0.4,6.62,6.22,93.91,50,moyen
1739,3782,2362,La Rochelle,Les Portes-en Ré,La Rochelle,Les Portes-en Ré,France,France,FR,FR,SNCF VOYAGEURS,0,28.79,8,8.0,1.14,107.62,85.0,119.0,day,0,1,3.12,2,5,100.0,100,0,0.4,6.62,6.22,93.91,50,moyen
1740,6552,3782,Île-de-Ré Loix,La Rochelle,Île-de-Ré Loix,La Rochelle,France,France,FR,FR,SNCF VOYAGEURS,0,24.04,5,5.0,0.71,85.4,83.0,86.0,day,0,1,3.0,3,3,100.0,100,0,0.34,5.53,5.19,93.91,50,moyen
1741,3782,2364,La Rochelle,Saint-Martin-de-Ré,La Rochelle,Saint-Martin-de-Ré,France,France,FR,FR,SNCF VOYAGEURS,0,17.88,1,1.0,0.14,58.0,58.0,58.0,day,0,1,3.0,3,3,100.0,100,0,0.25,4.11,3.86,93.91,45,moyen
1742,3483,3287,Lorient,Rennes,Lorient,Rennes,France,France,FR,FR,SNCF VOYAGEURS,0,131.97,1,1.0,0.14,175.0,175.0,175.0,day,0,1,2.0,2,2,100.0,100,0,1.85,30.35,28.51,93.91,45,moyen
1743,3287,3483,Rennes,Lorient,Rennes,Lorient,France,France,FR,FR,SNCF VOYAGEURS,0,131.97,1,1.0,0.14,165.0,165.0,165.0,day,0,1,2.0,2,2,100.0,100,0,1.85,30.35,28.51,93.91,45,moyen
1744,3362,3287,Saint-Brieuc,Rennes,Saint-Brieuc,Rennes,France,France,FR,FR,SNCF VOYAGEURS,0,92.44,1,1.0,0.14,95.0,95.0,95.0,day,0,1,1.0,1,1,100.0,100,0,1.29,21.26,19.97,93.91,45,moyen
1745,7128,7972,Lyon Part Dieu,Marseille Saint-Charles,Lyon Part Dieu,Marseille Saint-Charles,France,France,FR,FR,SNCF VOYAGEURS,0,276.41,9,0.43,0.06,109.33,99.0,118.0,day,0,1,2.78,2,3,100.0,100,0,3.87,63.57,59.7,93.91,70,fort
1746,7128,8148,Lyon Part Dieu,Nice-Ville,Lyon Part Dieu,Nice-Ville,France,France,FR,FR,SNCF VOYAGEURS,0,297.1,15,0.87,0.12,298.27,297.0,299.0,day,0,1,8.0,8,8,100.0,100,0,4.16,68.33,64.17,93.91,65,moyen
1747,7128,8103,Lyon Part Dieu,Toulon,Lyon Part Dieu,Toulon,France,France,FR,FR,SNCF VOYAGEURS,0,304.76,3,0.21,0.03,164.33,161.0,169.0,day,0,1,3.0,3,3,100.0,100,0,4.27,70.09,65.83,93.91,70,fort
1748,1187,588,Metz,Lorraine TGV,Metz,Lorraine TGV,France,France,FR,FR,SNCF VOYAGEURS,0,17.99,13,3.96,0.57,30.85,30.0,36.0,day,0,1,0.0,0,0,100.0,100,0,0.25,4.14,3.89,93.91,50,moyen
1749,588,1187,Lorraine TGV,Metz,Lorraine TGV,Metz,France,France,FR,FR,SNCF VOYAGEURS,0,17.99,20,1.94,0.28,30.0,30.0,30.0,day,0,1,0.0,0,0,100.0,100,0,0.25,4.14,3.89,93.91,45,moyen
1750,461,588,Nancy,Lorraine TGV,Nancy,Lorraine TGV,France,France,FR,FR,SNCF VOYAGEURS,0,28.67,16,0.84,0.12,40.31,30.0,50.0,day,0,1,0.0,0,0,100.0,100,0,0.4,6.59,6.19,93.91,40,faible
1751,588,461,Lorraine TGV,Nancy,Lorraine TGV,Nancy,France,France,FR,FR,SNCF VOYAGEURS,0,28.67,23,1.21,0.17,33.04,30.0,35.0,day,0,1,0.0,0,0,100.0,100,0,0.4,6.59,6.19,93.91,45,moyen
1752,912,686,Commercy,Meuse TGV,Commercy,Meuse TGV,France,France,FR,FR,SNCF VOYAGEURS,0,33.16,57,5.12,0.73,56.0,56.0,56.0,day,0,1,6.0,6,6,100.0,100,0,0.46,7.63,7.16,93.91,50,moyen
1753,686,912,Meuse TGV,Commercy,Meuse TGV,Commercy,France,France,FR,FR,SNCF VOYAGEURS,0,33.16,56,2.93,0.42,56.0,56.0,56.0,day,0,1,6.0,6,6,100.0,100,0,0.46,7.63,7.16,93.91,45,moyen
1754,686,7711,Meuse TGV,Commercy Zone du Seugnon,Meuse TGV,Commercy Zone du Seugnon,France,France,FR,FR,SNCF VOYAGEURS,0,35.04,4,0.39,0.06,61.0,61.0,61.0,day,0,1,7.0,7,7,100.0,100,0,0.49,8.06,7.57,93.91,40,faible
1755,7128,5094,Lyon Part Dieu,Toulouse Matabiau,Lyon Part Dieu,Toulouse Matabiau,France,France,FR,FR,SNCF VOYAGEURS,0,359.96,21,0.99,0.14,249.86,245.0,256.0,day,0,1,6.29,6,7,100.0,100,0,5.04,82.79,77.75,93.91,70,fort
1756,7711,686,Commercy Zone du Seugnon,Meuse TGV,Commercy Zone du Seugnon,Meuse TGV,France,France,FR,FR,SNCF VOYAGEURS,0,35.04,5,0.49,0.07,68.0,68.0,68.0,day,0,1,7.0,7,7,100.0,100,0,0.49,8.06,7.57,93.91,40,faible
1757,893,686,Bar-le-Duc,Meuse TGV,Bar-le-Duc,Meuse TGV,France,France,FR,FR,SNCF VOYAGEURS,0,24.03,63,5.65,0.81,32.0,32.0,32.0,day,0,1,0.0,0,0,100.0,100,0,0.34,5.53,5.19,93.91,50,moyen
